iter	Logloss
147	0.6080414236
148	0.6070855546
149	0.6068140317
150	0.6066263277
151	0.6059826019
152	0.6054863081
153	0.6051056048
154	0.6044344271
155	0.6038156448
156	0.603458631
157	0.603032012
158	0.6026174467
159	0.6021637242
160	0.601605559
161	0.6011180442
162	0.6006368001
163	0.599967643
164	0.5993853007
165	0.598853403
166	0.5984884462
167	0.5979483269
168	0.5977339374
169	0.5970311274
170	0.5967218408
171	0.5961706431
172	0.5957949564
173	0.5949899334
174	0.5942680324
175	0.5939764432
176	0.5936198474
177	0.5932137825
178	0.5928166359
179	0.5924670772
180	0.5920412943
181	0.5917207901
182	0.5911377511
183	0.5903739755
184	0.5898505781
185	0.5893402796
186	0.5890289028
187	0.5881904358
188	0.5874477717
189	0.5871108242
190	0.5863843944
191	0.5859666241
192	0.5858235816
193	0.5855580508
194	0.5852114185
195	0.5848594213
196	0.5845545242
197	0.5840091096
198	0.5834980446
199	0.583025928
200	0.5824393355
201	0.5820279056
202	0.5814671625
203	0.5810510644
204	0.5806519321
205	0.5803661608
206	0.5798569074
207	0.5790107065
208	0.5785593878
209	0.5780163769
210	0.5773216143
211	0.5768456307
212	0.5762816477
213	0.5758445775
214	0.5751266479
215	0.5745268521
216	0.5742193074
217	0.5738422969
218	0.5735549578
219	0.5726310695
220	0.5720683407
221	0.571804935
222	0.5715251208
223	0.5711835748
224	0.5708594475
225	0.5701070986
226	0.569837457
227	0.5694097232
228	0.568908343
229	0.5686478288
230	0.5682795276
231	0.5677936153
232	0.5671708616
233	0.5667507572
234	0.5662609431
235	0.5657694568
236	0.5654027233
237	0.5650978263
238	0.5646078031
239	0.5643141934
240	0.5637472492
241	0.5632356269
242	0.5629885599
243	0.5624837658
244	0.5621847214
245	0.5617991408
246	0.5614250566
247	0.5611168152
248	0.5606970939
249	0.5602267191
250	0.559844274
251	0.5594083185
252	0.5590961056
253	0.5586897619
254	0.5584318257
255	0.5582064973
256	0.5579951735
257	0.5576448484
258	0.5574459964
259	0.5571061923
260	0.5566140789
261	0.5563709834
262	0.5559637688
263	0.5555447443
264	0.5549985633
265	0.5546413056
266	0.5544309573
267	0.5541491225
268	0.5535982733
269	0.5533972266
270	0.5530649124
271	0.5525576796
272	0.5522250519
273	0.5519609146
274	0.551503151
275	0.55055411
276	0.5502163613
277	0.54992094
278	0.5495553213
279	0.5489447607
280	0.5484952535
281	0.5479091836
282	0.547676818
283	0.5471937275
284	0.5468940909
285	0.5465793348
286	0.5461908279
287	0.5458181721
288	0.5454771486
289	0.545410644
290	0.5450689586
291	0.544685956
292	0.5442921887
293	0.5438617724
294	0.5433321739
295	0.5426256014
296	0.5422399861
297	0.5418703959
298	0.5416254192
299	0.5412338466
300	0.5405912356
301	0.5402638684
302	0.5398069059
303	0.5396173904
304	0.5394027222
305	0.5387778783
306	0.5385065296
307	0.5380034425
308	0.5376262229
309	0.5372493517
310	0.5366500088
311	0.536323408
312	0.5358638328
313	0.5353919251
314	0.5351539856
315	0.535013765
316	0.5346296128
317	0.5343499031
318	0.5341773534
319	0.5336132659
320	0.5333800294
321	0.5330547524
322	0.5328454492
323	0.5323755273
324	0.5319287374
325	0.5316346748
326	0.5314533112
327	0.5309407831
328	0.5306369311
329	0.5300359857
330	0.5296933945
331	0.5294875054
332	0.5292666361
333	0.5290188724
334	0.5287681127
335	0.5284949873
336	0.5281097203
337	0.5276318903
338	0.5271834282
339	0.5266782508
340	0.5262968856
341	0.5261316866
342	0.5257383373
343	0.5254019472
344	0.5250487654
345	0.5248522824
346	0.5246239928
347	0.5241190592
348	0.5239092335
349	0.5235624618
350	0.5232085485
351	0.5227015944
352	0.5224594047
353	0.5221222133
354	0.5218480776
355	0.5216051215
356	0.5212372732
357	0.5206715484
358	0.5203093437
359	0.519880948
360	0.5194148233
361	0.5189676154
362	0.5187131978
363	0.5183180718
364	0.5180943807
365	0.5178456764
366	0.5173419621
367	0.5169915326
368	0.5166472692
369	0.5161541804
370	0.5158249319
371	0.5156849204
372	0.5153708262
373	0.515073454
374	0.5145635039
375	0.5142751894
376	0.513734025
377	0.5135162563
378	0.5130792905
379	0.5126883102
380	0.5122405448
381	0.511829324
382	0.5113345281
383	0.5108287933
384	0.5105882061
385	0.5102954325
386	0.509771408
387	0.5093374035
388	0.5090302768
389	0.5087781932
390	0.5081981502
391	0.5079780474
392	0.5077088935
393	0.5074146567
394	0.506858547
395	0.5059801215
396	0.5055651382
397	0.5053072368
398	0.5048807919
399	0.5045833849
400	0.50430695
401	0.5037987417
402	0.5035678742
403	0.5033159648
404	0.5029361324
405	0.5023629175
406	0.5020193161
407	0.5015678928
408	0.5012964048
409	0.5009898007
410	0.5007116588
411	0.5001588586
412	0.4995668664
413	0.4990925549
414	0.4986782684
415	0.4984640182
416	0.4981338989
417	0.4977869182
418	0.4974310191
419	0.4970323397
420	0.4966643172
421	0.4962180499
422	0.4957392096
423	0.4953099778
424	0.4950410329
425	0.4945569321
426	0.4943455387
427	0.493941355
428	0.4936882611
429	0.4933190193
430	0.4930932032
431	0.4928420951
432	0.4922202472
433	0.49195179
434	0.4914019162
435	0.4909916708
436	0.4905204599
437	0.4902973262
438	0.489879103
439	0.4891606161
440	0.4886970346
441	0.4883535725
442	0.4881136472
443	0.487710195
444	0.4873012038
445	0.4868604407
446	0.4865658904
447	0.4861876605
448	0.4856547177
449	0.4852714364
450	0.4850076475
451	0.4846373606
452	0.4842987061
453	0.4839384872
454	0.4834380128
455	0.4830874787
456	0.4826459841
457	0.4820799806
458	0.4818305447
459	0.4813835806
460	0.4810254868
461	0.4805907506
462	0.4802662749
463	0.4799055683
464	0.4794803079
465	0.4788765058
466	0.4785331482
467	0.4781390325
468	0.477879215
469	0.4776448289
470	0.4772459753
471	0.477025768
472	0.4766000896
473	0.476152812
474	0.4757410337
475	0.4751285919
476	0.4748203156
477	0.474281311
478	0.4738486651
479	0.4733398298
480	0.4730655548
481	0.4727342161
482	0.472299689
483	0.471754797
484	0.4714327599
485	0.4711810944
486	0.4707616519
487	0.4703492813
488	0.4700138667
489	0.46970782
490	0.4695943893
491	0.4693274999
492	0.4691407365
493	0.4687734456
494	0.468490949
495	0.4682672579
496	0.4679635801
497	0.4676030825
498	0.4672512943
499	0.4667975717
500	0.4663744365
501	0.4661208897
502	0.4657013079
503	0.4654653889
504	0.4651410525
505	0.4648968422
506	0.4645324428
507	0.4641317429
508	0.4636107493
509	0.4634538067
510	0.4631489793
511	0.4626751556
512	0.462313369
513	0.4621058773
514	0.4618126159
515	0.4614791522
516	0.4612534754
517	0.4607957465
518	0.4604246932
519	0.4601852556
520	0.4599656754
521	0.4598122514
522	0.4596170225
523	0.4594570142
524	0.4592042688
525	0.458981797
526	0.4586074341
527	0.458019483
528	0.457782066
529	0.4575268471
530	0.4573571889
531	0.4569561405
532	0.4563134598
533	0.4560532243
534	0.4556543359
535	0.4554428031
536	0.4550895865
537	0.454670353
538	0.4543725976
539	0.4541516587
540	0.4539156004
541	0.4536127935
542	0.453402271
543	0.4531266374
544	0.4528853534
545	0.4525655111
546	0.4522936747
547	0.4519216459
548	0.4516586582
549	0.451342439
550	0.4510703588
551	0.4507421903
552	0.4505980331
553	0.4501277279
554	0.4496512914
555	0.4494394102
556	0.449025681
557	0.4487555517
558	0.448424004
559	0.4482598849
560	0.4479565207
561	0.4477405287
562	0.4473017514
563	0.4470114512
564	0.4467277004
565	0.4465398222
566	0.4463959785
567	0.4460647095
568	0.4455300945
569	0.4450234191
570	0.444693892
571	0.4443324538
572	0.4439688905
573	0.4436380743
574	0.4434029914
575	0.4430953422
576	0.4426438144
577	0.4423412863
578	0.4420997236
579	0.4416023847
580	0.4413868107
581	0.4411084598
582	0.4406888431
583	0.4403251752
584	0.439992896
585	0.4393265258
586	0.4389550196
587	0.4385120967
588	0.4383475944
589	0.4380393529
590	0.4376714698
591	0.4374658942
592	0.4372396948
593	0.4368714981
594	0.4366676296
595	0.4362993284
596	0.4361016957
597	0.4358116394
598	0.43534224
599	0.4351283034
600	0.4350333018
601	0.4346868785
602	0.4345147468
603	0.4339918372
604	0.4337623979
605	0.4336624146
606	0.4333135178
607	0.433031265
608	0.4327843374
609	0.4324789178
610	0.4322058621
611	0.4320780088
612	0.4317875692
613	0.4314444903
614	0.4310861527
615	0.4306067201
616	0.4304139995
617	0.4302497411
618	0.4299601725
619	0.4296252107
620	0.429249524
621	0.4287465065
622	0.4283986897
623	0.4280263822
624	0.4276941726
625	0.4275078621
626	0.4271842573
627	0.4269531807
628	0.4267129419
629	0.426496288
630	0.4261960591
631	0.4257384
632	0.4254385195
633	0.4250525557
634	0.4247579357
635	0.4243563996
636	0.4242501455
637	0.4240499
638	0.4236098337
639	0.4233228083
640	0.4229534968
641	0.4226463004
642	0.4222366821
643	0.4220113188
644	0.421771498
645	0.4213255442
646	0.4211017487
647	0.4209584624
648	0.4206684409
649	0.4203511068
650	0.4200135671
651	0.4197818286
652	0.4191859345
653	0.4189613377
654	0.4187277877
655	0.4184330631
656	0.41812517
657	0.4177589591
658	0.4172280368
659	0.4168568093
660	0.4165426455
661	0.4162763482
662	0.4160889578
663	0.415680071
664	0.4154831699
665	0.41525387
666	0.4149539199
667	0.4146428217
668	0.4142863652
669	0.4141239184
670	0.4136649005
671	0.4135305326
672	0.413229816
673	0.4124743318
674	0.4122507104
675	0.4119452211
676	0.4113978556
677	0.4108421291
678	0.4105905333
679	0.4101470529
680	0.4098099661
681	0.4096421194
682	0.4090912353
683	0.4087922257
684	0.4086509252
685	0.4084101289
686	0.4082631499
687	0.407928432
688	0.4078374018
689	0.4074420319
690	0.4072595187
691	0.4068859571
692	0.4064449154
693	0.4061129844
694	0.4058498923
695	0.4055836995
696	0.4052483894
697	0.4048043517
698	0.4044902923
699	0.404083252
700	0.4037756724
701	0.4036239206
702	0.4033690849
703	0.4031406559
704	0.4028037084
705	0.4025005184
706	0.4021829405
707	0.4018193075
708	0.4015286241
709	0.4012877582
710	0.4010887669
711	0.400649467
712	0.4002641652
713	0.4000405089
714	0.3996890691
715	0.3992573638
716	0.399062762
717	0.3983805757
718	0.3980026245
719	0.3977900466
720	0.3973307849
721	0.3970928453
722	0.3968491576
723	0.3965272947
724	0.3962543784
725	0.3958297102
726	0.3955072203
727	0.3952267442
728	0.3948660724
729	0.3945786289
730	0.3942516449
731	0.3940522355
732	0.3938142959
733	0.3935583454
734	0.3932329291
735	0.3930144985
736	0.3926556034
737	0.3922241072
738	0.3918573737
739	0.3916159155
740	0.391363832
741	0.3910930755
742	0.3907585667
743	0.3905548723
744	0.3900221733
745	0.3897636797
746	0.3892290647
747	0.3889031606
748	0.3885141312
749	0.3880433383
750	0.3877771804
751	0.3874346589
752	0.3871062118
753	0.3868374062
754	0.3865559199
755	0.3861131363
756	0.3858581264
757	0.3856384417
758	0.3853887967
759	0.3850202517
760	0.3846077418
761	0.3841835963
762	0.3839971116
763	0.3838461959
764	0.3833729295
765	0.3829087906
766	0.382599086
767	0.3821648027
768	0.3818802855
769	0.3815057136
770	0.3810133564
771	0.3804479451
772	0.3799304353
773	0.3797653756
774	0.3794001401
775	0.3789897205
776	0.3787493423
777	0.3786238927
778	0.3782433288
779	0.3779001454
780	0.3776656199
781	0.3774090771
782	0.3769238616
783	0.3766924018
784	0.3764219589
785	0.376178097
786	0.3758448771
787	0.3755247212
788	0.3752548705
789	0.3749967253
790	0.3746856968
791	0.3744181106
792	0.3740680991
793	0.3737925351
794	0.3735503454
795	0.3732322797
796	0.3728957851
797	0.3724934826
798	0.3722888476
799	0.3721347617
800	0.3718789157
801	0.3715247237
802	0.3711210277
803	0.3709886803
804	0.3704336158
805	0.3700378279
806	0.3696748568
807	0.3694289395
808	0.3691856698
809	0.3688161841
810	0.3685390525
811	0.3681576176
812	0.3679796332
813	0.3676099385
814	0.367255642
815	0.3670306968
816	0.3666591557
817	0.3664032052
818	0.3660478287
819	0.3659296602
820	0.365706004
821	0.3652920658
822	0.3649739653
823	0.3648077908
824	0.3644622733
825	0.3640962366
826	0.3638926467
827	0.3635922785
828	0.3633227065
829	0.3628468971
830	0.3625048633
831	0.3620112868
832	0.3617222059
833	0.3613087206
834	0.3609394091
835	0.3604213418
836	0.3601320519
837	0.359764552
838	0.3595910965
839	0.3591514831
840	0.358891387
841	0.3583706372
842	0.3580351529
843	0.3578355345
844	0.3574305844
845	0.357040893
846	0.3564135408
847	0.356048793
848	0.3557240386
849	0.3555385642
850	0.3551232673
851	0.3548252681
852	0.3545797688
853	0.35425059
854	0.353673752
855	0.3533178181
856	0.3529945617
857	0.3527530339
858	0.352335403
859	0.3519248788
860	0.3515572395
861	0.3512709805
862	0.3509192619
863	0.3505745108
864	0.350201855
865	0.3498303836
866	0.349377532
867	0.3490909594
868	0.3488736436
869	0.348588778
870	0.3482180382
871	0.3477607623
872	0.3473798499
873	0.3469968474
874	0.3468744287
875	0.3463728395
876	0.3460653645
877	0.3457615125
878	0.3455534983
879	0.3453545418
880	0.3449844639
881	0.3446545187
882	0.3443329694
883	0.3439089283
884	0.3436778865
885	0.3433398242
886	0.3431057168
887	0.3427880344
888	0.3424773194
889	0.3421143136
890	0.3417944364
891	0.3414072185
892	0.340968476
893	0.3408305547
894	0.3404981012
895	0.3401431079
896	0.3399214374
897	0.33967768
898	0.3392498765
899	0.3390507807
900	0.3386825492
901	0.3384871809
902	0.3380619554
903	0.3376324101
904	0.3371665293
905	0.3369500147
906	0.3366411462
907	0.3364048091
908	0.3361123142
909	0.3356624586
910	0.3354787957
911	0.3352030576
912	0.3348169545
913	0.3345594363
914	0.3343332717
915	0.3339521504
916	0.3337419066
917	0.3335258449
918	0.3331452461
919	0.3328859512
920	0.3324458501
921	0.3321956129
922	0.3318441731
923	0.3316422554
924	0.3312062999
925	0.3310051139
926	0.3307143956
927	0.3303852865
928	0.3300975294
929	0.3297645882
930	0.3294268743
931	0.3289757994
932	0.3286042235
933	0.3283907398
934	0.328119008
935	0.3278161315
936	0.3274786962
937	0.327252044
938	0.3269633115
939	0.326743348
940	0.3263054068
941	0.3261058581
942	0.3258748512
943	0.325415276
944	0.3250381957
945	0.3247528076
946	0.3243847155
947	0.3240513214
948	0.3237146526
949	0.3234897074
950	0.3231063912
951	0.322891096
952	0.3225657842
953	0.3220588301
954	0.321767868
955	0.3214576756
956	0.3210499385
957	0.3208252371
958	0.3205772644
959	0.3204171516
960	0.3199529082
961	0.3196967835
962	0.3194642089
963	0.3191323476
964	0.3189698659
965	0.3186059194
966	0.3182409975
967	0.3178338874
968	0.3175201416
969	0.3170438793
970	0.3167578292
971	0.3165262649
972	0.3160598267
973	0.3157678892
974	0.3154360279
975	0.3152179457
976	0.3148639278
977	0.3146414561
978	0.314419054
979	0.3140224648
980	0.3138691105
981	0.3137307363
982	0.3132539862
983	0.3128641904
984	0.3125770604
985	0.3123240362
986	0.3120416093
987	0.3118606637
988	0.3116005675
989	0.3113569843
990	0.3109890663
991	0.3106329583
992	0.3103086916
993	0.3100321173
994	0.3097459628
995	0.3093791248
996	0.309147874
997	0.3089272834
998	0.3085979305
999	0.3083572388
