timestamp,action,direction,price,quantity,position,pnl
2024-05-12 17:00:02.500,enter,short,18201.0,1,-1,0.0
2024-05-12 17:00:02.500,exit,,18204.0,1,0,-3.0
2024-05-12 17:00:02.500,enter,short,18207.0,1,-1,-3.0
2024-05-12 17:00:02.500,exit,,18210.0,1,0,-6.0
2024-05-12 17:00:02.500,enter,short,18207.0,1,-1,-6.0
2024-05-12 17:00:02.500,exit,,18210.0,1,0,-9.0
2024-05-12 17:00:02.500,enter,short,18201.0,1,-1,-9.0
2024-05-12 17:00:02.500,exit,,18204.0,1,0,-12.0
2024-05-12 17:00:02.500,enter,short,18216.0,1,-1,-12.0
2024-05-12 17:00:02.500,exit,,18219.0,1,0,-15.0
2024-05-12 17:00:02.500,enter,short,18210.0,1,-1,-15.0
2024-05-12 17:00:02.500,exit,,18213.0,1,0,-18.0
2024-05-12 17:00:02.500,enter,short,18213.0,1,-1,-18.0
2024-05-12 17:00:02.500,exit,,18216.0,1,0,-21.0
2024-05-12 17:00:02.500,enter,short,18210.0,1,-1,-21.0
2024-05-12 17:00:02.500,exit,,18213.0,1,0,-24.0
2024-05-12 17:00:02.500,enter,long,18243.0,1,1,-24.0
2024-05-12 17:00:02.500,exit,,18246.0,1,0,-21.0
2024-05-12 17:00:05.400,enter,short,18324.0,1,-1,-21.0
2024-05-12 17:00:05.400,exit,,18327.0,1,0,-24.0
2024-05-12 17:00:05.400,enter,short,18438.0,1,-1,-24.0
2024-05-12 17:00:05.400,exit,,18441.0,1,0,-27.0
2024-05-12 17:00:05.400,enter,short,18441.0,1,-1,-27.0
2024-05-12 17:00:05.400,exit,,18444.0,1,0,-30.0
2024-05-12 17:00:05.400,enter,short,18447.0,1,-1,-30.0
2024-05-12 17:00:05.400,exit,,18444.0,1,0,-27.0
2024-05-12 17:00:05.400,enter,long,18468.0,1,1,-27.0
2024-05-12 17:00:05.400,exit,,18471.0,1,0,-24.0
2024-05-12 17:00:05.400,enter,short,18477.0,1,-1,-24.0
2024-05-12 17:00:05.400,exit,,18480.0,1,0,-27.0
2024-05-12 17:00:05.400,enter,short,18450.0,1,-1,-27.0
2024-05-12 17:00:05.400,exit,,18447.0,1,0,-24.0
2024-05-12 17:05:01.100,enter,long,18303.0,1,1,-24.0
2024-05-12 17:05:01.100,exit,,18306.0,1,0,-21.0
2024-05-12 17:05:01.100,enter,short,18324.0,1,-1,-21.0
2024-05-12 17:05:01.100,exit,,18327.0,1,0,-24.0
2024-05-12 17:05:01.100,enter,short,18438.0,1,-1,-24.0
2024-05-12 17:05:01.100,exit,,18441.0,1,0,-27.0
2024-05-12 17:05:01.100,enter,short,18441.0,1,-1,-27.0
2024-05-12 17:05:01.100,exit,,18444.0,1,0,-30.0
2024-05-12 17:05:01.100,enter,short,18447.0,1,-1,-30.0
2024-05-12 17:05:01.100,exit,,18444.0,1,0,-27.0
2024-05-12 17:05:01.100,enter,long,18468.0,1,1,-27.0
2024-05-12 17:05:01.100,exit,,18471.0,1,0,-24.0
2024-05-12 17:05:01.100,enter,short,18477.0,1,-1,-24.0
2024-05-12 17:05:01.100,exit,,18480.0,1,0,-27.0
2024-05-12 17:05:01.100,enter,short,18450.0,1,-1,-27.0
2024-05-12 17:05:01.100,exit,,18447.0,1,0,-24.0
2024-05-12 17:19:02.400,enter,long,18246.0,1,1,-24.0
2024-05-12 17:19:02.400,exit,,18249.0,1,0,-21.0
2024-05-12 17:19:02.400,enter,short,18315.0,1,-1,-21.0
2024-05-12 17:19:02.400,exit,,18318.0,1,0,-24.0
2024-05-12 17:19:02.400,enter,short,18309.0,1,-1,-24.0
2024-05-12 17:19:02.400,exit,,18312.0,1,0,-27.0
2024-05-12 17:19:02.400,enter,short,18309.0,1,-1,-27.0
2024-05-12 17:19:02.400,exit,,18312.0,1,0,-30.0
2024-05-12 17:19:02.400,enter,short,18315.0,1,-1,-30.0
2024-05-12 17:19:02.400,exit,,18318.0,1,0,-33.0
2024-05-12 17:19:02.400,enter,short,18312.0,1,-1,-33.0
2024-05-12 17:19:02.400,exit,,18315.0,1,0,-36.0
2024-05-12 17:19:02.400,enter,short,18312.0,1,-1,-36.0
2024-05-12 17:19:02.400,exit,,18315.0,1,0,-39.0
2024-05-12 17:19:02.400,enter,short,18312.0,1,-1,-39.0
2024-05-12 17:19:02.400,exit,,18315.0,1,0,-42.0
2024-05-12 17:19:02.400,enter,short,18357.0,1,-1,-42.0
2024-05-12 17:19:02.400,exit,,18360.0,1,0,-45.0
2024-05-12 17:19:02.400,enter,short,18372.0,1,-1,-45.0
2024-05-12 17:19:02.400,exit,,18366.0,1,0,-39.0
2024-05-12 17:19:02.400,enter,short,18369.0,1,-1,-39.0
2024-05-12 17:19:02.400,exit,,18372.0,1,0,-42.0
2024-05-12 17:19:02.400,enter,short,18378.0,1,-1,-42.0
2024-05-12 17:19:02.400,exit,,18372.0,1,0,-36.0
2024-05-12 17:19:02.400,enter,short,18372.0,1,-1,-36.0
2024-05-12 17:19:02.400,exit,,18369.0,1,0,-33.0
2024-05-12 17:19:02.400,enter,long,18369.0,1,1,-33.0
2024-05-12 17:19:02.400,exit,,18372.0,1,0,-30.0
2024-05-12 17:19:02.400,enter,short,18396.0,1,-1,-30.0
2024-05-12 17:19:02.400,exit,,18399.0,1,0,-33.0
2024-05-12 17:19:02.400,enter,short,18393.0,1,-1,-33.0
2024-05-12 17:19:02.400,exit,,18396.0,1,0,-36.0
2024-05-12 17:19:02.400,enter,short,18399.0,1,-1,-36.0
2024-05-12 17:19:02.400,exit,,18402.0,1,0,-39.0
2024-05-12 17:19:02.400,enter,short,18396.0,1,-1,-39.0
2024-05-12 17:19:02.400,exit,,18399.0,1,0,-42.0
2024-05-12 17:19:02.400,enter,short,18399.0,1,-1,-42.0
2024-05-12 17:19:02.400,exit,,18402.0,1,0,-45.0
2024-05-12 17:19:02.400,enter,short,18399.0,1,-1,-45.0
2024-05-12 17:19:02.400,exit,,18402.0,1,0,-48.0
2024-05-12 17:19:02.400,enter,short,18408.0,1,-1,-48.0
2024-05-12 17:19:02.400,exit,,18411.0,1,0,-51.0
2024-05-12 17:19:02.400,enter,short,18408.0,1,-1,-51.0
2024-05-12 17:19:02.400,exit,,18411.0,1,0,-54.0
2024-05-12 17:19:02.400,enter,short,18408.0,1,-1,-54.0
2024-05-12 17:19:02.400,exit,,18411.0,1,0,-57.0
2024-05-12 17:19:02.400,enter,short,18417.0,1,-1,-57.0
2024-05-12 17:19:02.400,exit,,18420.0,1,0,-60.0
2024-05-12 17:19:02.400,enter,short,18411.0,1,-1,-60.0
2024-05-12 17:19:02.400,exit,,18414.0,1,0,-63.0
2024-05-12 17:19:02.400,enter,long,18447.0,1,1,-63.0
2024-05-12 17:19:02.400,exit,,18450.0,1,0,-60.0
2024-05-12 17:19:02.400,enter,short,18408.0,1,-1,-60.0
2024-05-12 17:19:02.400,exit,,18405.0,1,0,-57.0
2024-05-12 17:19:02.400,enter,long,18447.0,1,1,-57.0
2024-05-12 17:19:02.400,exit,,18450.0,1,0,-54.0
2024-05-12 17:19:02.400,enter,short,18411.0,1,-1,-54.0
2024-05-12 17:19:02.400,exit,,18408.0,1,0,-51.0
2024-05-12 17:19:02.400,enter,long,18450.0,1,1,-51.0
2024-05-12 17:19:02.400,exit,,18453.0,1,0,-48.0
2024-05-12 17:19:02.400,enter,short,18411.0,1,-1,-48.0
2024-05-12 17:19:02.400,exit,,18417.0,1,0,-54.0
2024-05-12 17:19:02.400,enter,long,18453.0,1,1,-54.0
2024-05-12 17:19:02.400,exit,,18447.0,1,0,-60.0
2024-05-12 17:19:02.400,enter,short,18411.0,1,-1,-60.0
2024-05-12 17:19:02.400,exit,,18417.0,1,0,-66.0
2024-05-12 17:19:02.400,enter,long,18453.0,1,1,-66.0
2024-05-12 17:19:02.400,exit,,18456.0,1,0,-63.0
2024-05-12 17:19:02.400,enter,short,18423.0,1,-1,-63.0
2024-05-12 17:19:02.400,exit,,18426.0,1,0,-66.0
2024-05-12 17:19:02.400,enter,long,18459.0,1,1,-66.0
2024-05-12 17:19:02.400,exit,,18453.0,1,0,-72.0
2024-05-12 17:19:02.400,enter,short,18432.0,1,-1,-72.0
2024-05-12 17:19:02.400,exit,,18435.0,1,0,-75.0
2024-05-12 17:19:02.400,enter,long,18450.0,1,1,-75.0
2024-05-12 17:19:02.400,exit,,18447.0,1,0,-78.0
2024-05-12 17:19:02.400,enter,short,18450.0,1,-1,-78.0
2024-05-12 17:19:02.400,exit,,18453.0,1,0,-81.0
2024-05-12 17:19:02.400,enter,short,18447.0,1,-1,-81.0
2024-05-12 17:19:02.400,exit,,18450.0,1,0,-84.0
2024-05-12 17:19:02.400,enter,short,18459.0,1,-1,-84.0
2024-05-12 17:19:02.400,exit,,18462.0,1,0,-87.0
2024-05-12 17:19:02.400,enter,short,18462.0,1,-1,-87.0
2024-05-12 17:19:02.400,exit,,18465.0,1,0,-90.0
2024-05-12 17:19:02.400,enter,short,18474.0,1,-1,-90.0
2024-05-12 17:19:02.400,exit,,18477.0,1,0,-93.0
2024-05-12 17:19:02.400,enter,short,18468.0,1,-1,-93.0
2024-05-12 17:19:02.400,exit,,18471.0,1,0,-96.0
2024-05-12 17:19:02.400,enter,short,18447.0,1,-1,-96.0
2024-05-12 17:19:02.400,exit,,18444.0,1,0,-93.0
2024-05-12 17:19:02.400,enter,long,18186.0,1,1,-93.0
2024-05-12 17:19:02.400,exit,,18183.0,1,0,-96.0
2024-05-12 17:19:02.400,enter,long,18192.0,1,1,-96.0
2024-05-12 17:19:02.400,exit,,18189.0,1,0,-99.0
2024-05-12 17:19:02.400,enter,long,18192.0,1,1,-99.0
2024-05-12 17:19:02.400,exit,,18189.0,1,0,-102.0
2024-05-12 17:19:02.400,enter,long,18189.0,1,1,-102.0
2024-05-12 17:19:02.400,exit,,18186.0,1,0,-105.0
2024-05-12 17:19:02.400,enter,long,18204.0,1,1,-105.0
2024-05-12 17:19:02.400,exit,,18201.0,1,0,-108.0
2024-05-12 17:19:02.400,enter,long,18207.0,1,1,-108.0
2024-05-12 17:19:02.400,exit,,18204.0,1,0,-111.0
2024-05-12 17:19:02.400,enter,long,18204.0,1,1,-111.0
2024-05-12 17:19:02.400,exit,,18201.0,1,0,-114.0
2024-05-12 17:19:02.400,enter,long,18207.0,1,1,-114.0
2024-05-12 17:19:02.400,exit,,18204.0,1,0,-117.0
2024-05-12 17:19:02.400,enter,long,18228.0,1,1,-117.0
2024-05-12 17:19:02.400,exit,,18222.0,1,0,-123.0
2024-05-12 17:19:02.400,enter,short,18213.0,1,-1,-123.0
2024-05-12 17:19:02.400,exit,,18216.0,1,0,-126.0
2024-05-12 17:19:02.400,enter,short,18210.0,1,-1,-126.0
2024-05-12 17:19:02.400,exit,,18213.0,1,0,-129.0
