Date,open,high,low,close,Volume
2024-03-01 06:01:38,18359.0,18359.0,0.0,1.0,36
2024-03-01 06:01:39,18359.0,18359.0,0.0,1.0,72
2024-03-01 06:01:40,1.0,18358.75,0.0,1.0,29
2024-03-01 06:01:41,1.0,1.0,1.0,1.0,5
2024-03-01 06:01:42,18358.75,18361.25,0.0,0.0,48
2024-03-01 06:01:43,1.0,1.0,1.0,1.0,21
2024-03-01 06:01:44,2.0,18362.5,0.0,0.0,338
2024-03-01 06:01:45,18358.75,18359.25,0.0,0.0,44
2024-03-01 06:01:47,18359.5,18359.5,0.0,1.0,113
2024-03-01 06:01:49,1.0,18362.5,0.0,0.0,499
2024-03-01 06:01:50,1.0,18363.5,0.0,1.0,261
2024-03-01 06:01:51,0.0,2.0,0.0,0.0,54
2024-03-01 06:01:56,2.0,2.0,0.0,1.0,51
2024-03-01 06:02:00,1.0,1.0,1.0,1.0,10
2024-03-01 06:02:03,2.0,18363.75,0.0,0.0,68
2024-03-01 06:02:06,18360.5,18360.5,0.0,1.0,45
2024-03-01 06:02:08,2.0,18363.75,0.0,0.0,229
2024-03-01 06:02:10,1.0,18363.25,0.0,0.0,276
2024-03-01 06:02:11,0.0,2.0,0.0,2.0,18
2024-03-01 06:02:13,18358.75,18362.5,0.0,0.0,441
2024-03-01 06:02:14,18359.5,18362.25,0.0,0.0,35
2024-03-01 06:02:15,0.0,2.0,0.0,0.0,64
2024-03-01 06:02:17,0.0,2.0,0.0,2.0,19
2024-03-01 06:02:19,0.0,18362.25,0.0,0.0,253
2024-03-01 06:02:20,18359.5,18359.5,0.0,2.0,167
2024-03-01 06:02:21,18359.5,18362.25,0.0,0.0,395
2024-03-01 06:02:22,0.0,18362.0,0.0,0.0,184
2024-03-01 06:02:23,2.0,18363.5,0.0,0.0,198
2024-03-01 06:02:24,18359.5,18359.5,0.0,2.0,73
2024-03-01 06:02:31,2.0,18362.5,0.0,0.0,314
2024-03-01 06:02:32,18359.75,18361.25,0.0,0.0,553
2024-03-01 06:02:33,1.0,2.0,0.0,0.0,35
2024-03-01 06:02:38,1.0,1.0,1.0,1.0,7
2024-03-01 06:02:42,1.0,2.0,0.0,1.0,44
2024-03-01 06:02:43,1.0,1.0,1.0,1.0,7
2024-03-01 06:02:44,1.0,1.0,1.0,1.0,27
2024-03-01 06:02:45,1.0,1.0,1.0,1.0,18
2024-03-01 06:02:46,1.0,1.0,1.0,1.0,9
2024-03-01 06:02:55,1.0,1.0,1.0,1.0,14
2024-03-01 06:02:56,1.0,1.0,1.0,1.0,14
2024-03-01 06:02:57,1.0,18362.5,0.0,1.0,318
2024-03-01 06:02:59,1.0,1.0,1.0,1.0,20
2024-03-01 06:03:00,1.0,1.0,1.0,1.0,10
2024-03-01 06:03:01,18361.5,18362.25,0.0,0.0,60
2024-03-01 06:03:03,0.0,18362.5,0.0,0.0,306
2024-03-01 06:03:04,1.0,18359.5,0.0,1.0,155
2024-03-01 06:03:05,18359.25,18359.5,0.0,1.0,58
2024-03-01 06:03:06,0.0,2.0,0.0,1.0,19
2024-03-01 06:03:07,18359.25,18359.5,0.0,1.0,185
2024-03-01 06:03:08,2.0,2.0,0.0,1.0,36
2024-03-01 06:03:09,18359.25,18359.25,0.0,1.0,181
2024-03-01 06:03:10,1.0,18359.25,0.0,1.0,125
2024-03-01 06:03:12,2.0,18362.5,0.0,1.0,209
2024-03-01 06:03:13,2.0,18362.5,0.0,0.0,167
2024-03-01 06:03:14,18359.75,18362.5,0.0,0.0,98
2024-03-01 06:03:15,18359.5,18362.25,0.0,1.0,26
2024-03-01 06:03:19,18359.75,18359.75,0.0,0.0,57
2024-03-01 06:03:22,0.0,2.0,0.0,2.0,82
2024-03-01 06:03:25,2.0,18359.75,0.0,0.0,120
2024-03-01 06:03:32,18359.25,18362.0,0.0,1.0,123
2024-03-01 06:03:33,18359.5,18359.5,0.0,2.0,178
2024-03-01 06:03:34,18359.25,18359.5,0.0,1.0,73
2024-03-01 06:03:35,18359.25,18359.5,0.0,2.0,221
2024-03-01 06:03:37,18359.25,18359.5,0.0,2.0,147
2024-03-01 06:03:38,18359.25,18362.5,0.0,1.0,275
2024-03-01 06:03:39,18359.75,18359.75,0.0,1.0,68
2024-03-01 06:03:40,18362.25,18362.25,0.0,1.0,66
2024-03-01 06:03:41,0.0,18362.5,0.0,1.0,275
2024-03-01 06:03:42,0.0,2.0,0.0,2.0,17
2024-03-01 06:03:43,18362.25,18362.25,0.0,1.0,28
2024-03-01 06:03:45,0.0,18362.25,0.0,0.0,238
2024-03-01 06:03:49,18359.75,18359.75,0.0,2.0,69
2024-03-01 06:03:51,18360.0,18362.25,0.0,1.0,69
2024-03-01 06:04:02,2.0,18362.5,0.0,1.0,309
2024-03-01 06:04:05,1.0,1.0,1.0,1.0,16
2024-03-01 06:04:09,2.0,2.0,0.0,0.0,17
2024-03-01 06:04:13,18360.0,18362.5,0.0,1.0,121
2024-03-01 06:04:17,1.0,1.0,1.0,1.0,25
2024-03-01 06:04:18,1.0,1.0,1.0,1.0,30
2024-03-01 06:04:19,1.0,1.0,1.0,1.0,20
2024-03-01 06:04:20,1.0,1.0,1.0,1.0,30
2024-03-01 06:04:21,1.0,1.0,1.0,1.0,55
2024-03-01 06:04:23,18358.75,18362.25,0.0,1.0,414
2024-03-01 06:04:24,18360.0,18362.75,0.0,0.0,388
2024-03-01 06:04:25,18360.25,18360.25,0.0,2.0,36
2024-03-01 06:04:28,2.0,2.0,0.0,1.0,15
2024-03-01 06:04:29,1.0,2.0,0.0,1.0,49
2024-03-01 06:04:30,18360.0,18360.0,0.0,0.0,26
2024-03-01 06:04:34,1.0,2.0,0.0,0.0,14
2024-03-01 06:04:41,18360.25,18360.25,0.0,1.0,71
2024-03-01 06:04:42,18360.0,18360.25,0.0,1.0,70
2024-03-01 06:04:45,18360.0,18360.0,0.0,1.0,15
2024-03-01 06:04:48,18362.75,18362.75,0.0,1.0,56
2024-03-01 06:04:49,18360.25,18360.25,0.0,1.0,20
2024-03-01 06:04:50,18360.0,18360.0,0.0,1.0,15
2024-03-01 06:04:55,0.0,18362.5,0.0,0.0,290
2024-03-01 06:04:56,18360.0,18360.0,0.0,1.0,29
2024-03-01 06:04:57,18359.75,18360.0,0.0,1.0,102
2024-03-01 06:04:58,18360.0,18360.0,0.0,1.0,29
2024-03-01 06:04:59,18359.75,18359.75,0.0,0.0,69
2024-03-01 06:05:02,0.0,18362.0,0.0,2.0,222
2024-03-01 06:05:03,0.0,18361.75,0.0,2.0,450
2024-03-01 06:05:04,18358.75,18361.5,0.0,0.0,269
2024-03-01 06:05:06,18358.75,18359.0,0.0,1.0,50
2024-03-01 06:05:07,0.0,18361.25,0.0,1.0,139
2024-03-01 06:05:08,1.0,18361.5,0.0,1.0,123
2024-03-01 06:05:09,18358.75,18362.25,0.0,0.0,221
2024-03-01 06:05:10,18358.75,18362.5,0.0,0.0,361
2024-03-01 06:05:11,18358.75,18361.75,0.0,1.0,48
2024-03-01 06:05:13,18359.0,18361.5,0.0,1.0,169
2024-03-01 06:05:14,18358.75,18361.25,0.0,2.0,47
2024-03-01 06:05:16,1.0,18360.75,0.0,0.0,318
2024-03-01 06:05:17,18358.25,18358.25,0.0,2.0,13
2024-03-01 06:05:18,2.0,18358.25,0.0,1.0,161
2024-03-01 06:05:19,2.0,18358.25,0.0,0.0,130
2024-03-01 06:05:20,2.0,18362.5,0.0,0.0,216
2024-03-01 06:05:21,2.0,2.0,0.0,1.0,15
2024-03-01 06:05:23,18357.5,18361.0,0.0,0.0,82
2024-03-01 06:05:24,2.0,18358.5,0.0,2.0,989
2024-03-01 06:05:27,18358.25,18358.25,0.0,0.0,36
2024-03-01 06:05:29,2.0,2.0,0.0,0.0,51
2024-03-01 06:05:30,0.0,18358.5,0.0,2.0,128
2024-03-01 06:05:32,2.0,18361.25,0.0,0.0,188
2024-03-01 06:05:33,2.0,2.0,0.0,2.0,23
2024-03-01 06:05:36,18361.25,18362.25,0.0,0.0,60
2024-03-01 06:05:39,1.0,18358.75,0.0,1.0,114
2024-03-01 06:05:40,2.0,18362.5,0.0,0.0,193
2024-03-01 06:05:41,18358.75,18361.75,0.0,2.0,379
2024-03-01 06:05:44,18359.0,18361.75,0.0,1.0,40
2024-03-01 06:05:46,1.0,1.0,1.0,1.0,5
2024-03-01 06:05:48,18357.5,18361.5,0.0,2.0,288
2024-03-01 06:05:49,18358.75,18358.75,0.0,1.0,15
2024-03-01 06:05:50,1.0,18359.0,0.0,1.0,99
2024-03-01 06:05:51,1.0,18362.5,0.0,2.0,430
2024-03-01 06:05:52,18359.25,18362.5,0.0,2.0,495
2024-03-01 06:05:53,1.0,18359.25,0.0,1.0,43
2024-03-01 06:05:56,18357.5,18361.75,0.0,0.0,127
2024-03-01 06:05:57,1.0,18362.25,0.0,0.0,245
2024-03-01 06:05:58,18359.75,18359.75,0.0,2.0,29
2024-03-01 06:05:59,0.0,2.0,0.0,2.0,19
2024-03-01 06:06:00,18359.5,18359.5,0.0,0.0,74
2024-03-01 06:06:01,18357.5,18362.5,0.0,0.0,391
2024-03-01 06:06:02,2.0,18359.75,0.0,0.0,72
2024-03-01 06:06:04,18359.75,18359.75,0.0,0.0,23
2024-03-01 06:06:05,18359.75,18359.75,0.0,2.0,13
2024-03-01 06:06:06,18359.5,18362.0,0.0,1.0,330
2024-03-01 06:06:07,18359.25,18359.25,0.0,1.0,20
2024-03-01 06:06:08,18359.0,18359.25,0.0,1.0,35
2024-03-01 06:06:10,18359.0,18359.25,0.0,1.0,122
2024-03-01 06:06:13,1.0,18359.25,0.0,2.0,18
2024-03-01 06:06:15,18359.0,18359.0,0.0,1.0,15
2024-03-01 06:06:20,18359.25,18359.25,0.0,1.0,35
2024-03-01 06:06:23,18358.75,18361.5,0.0,0.0,184
2024-03-01 06:06:24,2.0,18362.5,0.0,0.0,233
2024-03-01 06:06:36,18361.25,18361.25,0.0,1.0,56
2024-03-01 06:06:49,1.0,18358.75,0.0,2.0,18
2024-03-01 06:06:50,1.0,18362.5,0.0,0.0,149
2024-03-01 06:06:54,2.0,18359.25,0.0,1.0,83
2024-03-01 06:06:55,1.0,18362.25,0.0,0.0,381
2024-03-01 06:06:56,18357.5,18362.0,0.0,0.0,213
2024-03-01 06:06:59,2.0,18359.5,0.0,2.0,320
2024-03-01 06:07:02,0.0,2.0,0.0,0.0,55
2024-03-01 06:07:03,18357.5,18359.25,0.0,0.0,44
2024-03-01 06:07:04,18357.5,18361.5,0.0,0.0,313
2024-03-01 06:07:06,0.0,18361.25,0.0,1.0,107
2024-03-01 06:07:07,1.0,18362.25,0.0,1.0,160
2024-03-01 06:07:15,18357.5,18361.25,0.0,1.0,146
2024-03-01 06:07:19,0.0,18358.5,0.0,0.0,426
2024-03-01 06:07:20,18358.25,18361.0,0.0,2.0,84
2024-03-01 06:07:21,18358.5,18358.5,0.0,2.0,40
2024-03-01 06:07:26,18358.25,18360.75,0.0,0.0,179
2024-03-01 06:07:28,18357.5,18358.25,0.0,1.0,85
2024-03-01 06:07:29,18358.0,18358.25,0.0,1.0,64
2024-03-01 06:07:41,1.0,2.0,0.0,1.0,35
2024-03-01 06:07:42,2.0,18362.5,0.0,0.0,283
2024-03-01 06:07:46,18357.5,18361.0,0.0,2.0,243
2024-03-01 06:07:50,18358.25,18361.0,0.0,18360.75,14
2024-03-01 06:07:51,0.0,2.0,0.0,0.0,95
2024-03-01 06:07:53,18357.5,18360.75,0.0,0.0,130
2024-03-01 06:07:55,18357.5,18360.5,0.0,1.0,269
2024-03-01 06:07:57,18357.75,18357.75,1.0,1.0,1
2024-03-01 06:07:58,18357.5,18360.25,0.0,1.0,42
2024-03-01 06:07:59,18357.5,18357.5,1.0,1.0,3
2024-03-01 06:08:00,18357.5,18357.5,0.0,2.0,120
2024-03-01 06:08:01,1.0,2.0,0.0,0.0,20
2024-03-01 06:08:02,18357.75,18357.75,0.0,1.0,36
2024-03-01 06:08:05,1.0,18361.0,0.0,1.0,210
2024-03-01 06:08:06,18358.0,18360.75,0.0,1.0,143
2024-03-01 06:08:07,1.0,18360.5,0.0,1.0,102
2024-03-01 06:08:08,18360.5,18361.0,0.0,0.0,60
2024-03-01 06:08:10,18357.75,18360.25,0.0,1.0,180
2024-03-01 06:08:13,1.0,18361.0,0.0,1.0,271
2024-03-01 06:08:16,2.0,18360.5,0.0,0.0,86
2024-03-01 06:08:18,1.0,1.0,1.0,1.0,14
2024-03-01 06:08:22,18358.0,18358.0,0.0,1.0,107
2024-03-01 06:08:23,0.0,18361.0,0.0,1.0,170
2024-03-01 06:08:24,2.0,18358.5,0.0,1.0,94
2024-03-01 06:08:27,18358.25,18358.25,0.0,2.0,88
2024-03-01 06:08:28,2.0,18361.0,0.0,1.0,161
2024-03-01 06:08:29,1.0,18358.25,0.0,0.0,223
2024-03-01 06:08:31,1.0,18360.75,0.0,1.0,145
2024-03-01 06:08:33,18358.25,18358.25,0.0,2.0,31
2024-03-01 06:08:37,18358.0,18358.25,0.0,1.0,66
2024-03-01 06:08:38,18358.0,18358.0,0.0,1.0,17
2024-03-01 06:08:39,1.0,18358.25,0.0,1.0,37
2024-03-01 06:08:41,18358.25,18358.25,0.0,1.0,39
2024-03-01 06:08:43,1.0,18358.25,0.0,2.0,20
2024-03-01 06:08:44,18358.0,18358.0,0.0,1.0,17
2024-03-01 06:08:45,1.0,2.0,0.0,1.0,113
2024-03-01 06:08:47,1.0,2.0,0.0,1.0,23
2024-03-01 06:08:48,18357.75,18360.5,0.0,1.0,114
2024-03-01 06:08:49,2.0,18357.75,0.0,1.0,45
2024-03-01 06:08:54,2.0,18358.0,0.0,1.0,48
2024-03-01 06:08:55,18357.75,18360.25,0.0,0.0,158
2024-03-01 06:08:59,18357.5,18357.75,0.0,0.0,130
2024-03-01 06:09:00,18357.5,18360.0,0.0,2.0,1185
2024-03-01 06:09:01,18356.25,18356.25,0.0,1.0,16
2024-03-01 06:09:02,18356.5,18356.5,0.0,1.0,20
2024-03-01 06:09:05,2.0,2.0,0.0,1.0,15
2024-03-01 06:09:06,2.0,18360.0,0.0,0.0,368
2024-03-01 06:09:08,18356.5,18356.5,0.0,0.0,24
2024-03-01 06:09:09,1.0,2.0,0.0,0.0,105
2024-03-01 06:09:10,0.0,18358.75,0.0,1.0,228
2024-03-01 06:09:12,2.0,2.0,0.0,2.0,21
2024-03-01 06:09:14,1.0,2.0,0.0,0.0,16
2024-03-01 06:09:17,2.0,2.0,0.0,2.0,21
2024-03-01 06:09:23,2.0,18360.0,0.0,2.0,536
2024-03-01 06:09:24,2.0,18359.5,0.0,1.0,303
2024-03-01 06:09:30,18356.75,18356.75,0.0,1.0,17
2024-03-01 06:09:32,18357.0,18357.0,0.0,1.0,22
2024-03-01 06:09:33,18356.75,18357.0,0.0,1.0,54
2024-03-01 06:09:36,0.0,18359.0,0.0,2.0,365
2024-03-01 06:09:39,2.0,18360.0,0.0,0.0,165
2024-03-01 06:09:40,18356.25,18359.25,0.0,1.0,101
2024-03-01 06:09:44,18356.5,18356.5,1.0,1.0,1
2024-03-01 06:09:46,18356.75,18359.75,0.0,1.0,264
2024-03-01 06:09:48,1.0,1.0,1.0,1.0,14
2024-03-01 06:09:49,1.0,1.0,1.0,1.0,21
2024-03-01 06:09:50,1.0,1.0,1.0,1.0,28
2024-03-01 06:09:53,1.0,2.0,0.0,0.0,57
2024-03-01 06:09:56,18357.25,18357.25,0.0,1.0,118
2024-03-01 06:09:59,18357.0,18357.25,0.0,0.0,112
2024-03-01 06:10:00,1.0,18357.0,0.0,0.0,137
2024-03-01 06:10:01,18357.25,18357.25,0.0,0.0,162
2024-03-01 06:10:06,1.0,2.0,0.0,2.0,37
2024-03-01 06:10:07,1.0,2.0,0.0,2.0,32
2024-03-01 06:10:08,1.0,1.0,1.0,1.0,7
2024-03-01 06:10:10,1.0,18360.0,0.0,2.0,313
2024-03-01 06:10:11,18359.75,18359.75,0.0,1.0,63
2024-03-01 06:10:12,1.0,18360.0,0.0,2.0,28
2024-03-01 06:10:13,2.0,18361.25,0.0,0.0,326
2024-03-01 06:10:14,0.0,18360.25,0.0,1.0,300
2024-03-01 06:10:15,18357.25,18360.0,0.0,1.0,58
2024-03-01 06:10:16,18357.25,18357.5,0.0,2.0,33
2024-03-01 06:10:22,1.0,18360.25,0.0,1.0,152
2024-03-01 06:10:25,18357.5,18357.5,0.0,1.0,15
2024-03-01 06:10:28,1.0,18360.0,0.0,1.0,146
2024-03-01 06:10:29,1.0,1.0,1.0,1.0,6
2024-03-01 06:10:31,1.0,2.0,0.0,2.0,46
2024-03-01 06:10:32,18357.5,18357.5,0.0,1.0,55
2024-03-01 06:10:33,18357.25,18357.25,0.0,1.0,15
2024-03-01 06:10:34,1.0,18361.25,0.0,1.0,309
2024-03-01 06:10:35,1.0,1.0,1.0,1.0,6
2024-03-01 06:10:38,0.0,18360.25,0.0,2.0,158
2024-03-01 06:10:39,1.0,2.0,0.0,0.0,14
2024-03-01 06:10:42,1.0,2.0,0.0,0.0,28
2024-03-01 06:10:44,1.0,2.0,0.0,0.0,74
2024-03-01 06:10:48,1.0,2.0,0.0,1.0,24
2024-03-01 06:10:53,2.0,18361.0,0.0,0.0,67
2024-03-01 06:11:04,1.0,1.0,1.0,1.0,5
2024-03-01 06:11:05,18357.75,18357.75,0.0,1.0,109
2024-03-01 06:11:09,18358.0,18360.75,0.0,1.0,127
2024-03-01 06:11:10,1.0,18361.0,0.0,1.0,727
2024-03-01 06:11:11,2.0,18361.25,0.0,1.0,642
2024-03-01 06:11:12,2.0,18358.5,0.0,2.0,38
2024-03-01 06:11:20,18361.0,18361.0,0.0,1.0,147
2024-03-01 06:11:27,18361.0,18361.0,1.0,1.0,21
2024-03-01 06:11:28,1.0,18361.0,0.0,0.0,53
2024-03-01 06:11:33,18357.5,18358.5,0.0,0.0,59
2024-03-01 06:11:40,0.0,18361.25,0.0,2.0,808
2024-03-01 06:11:41,18358.25,18358.5,0.0,2.0,76
2024-03-01 06:11:45,18358.25,18358.25,0.0,0.0,10
2024-03-01 06:11:46,18358.5,18358.5,0.0,2.0,13
2024-03-01 06:11:47,18358.25,18358.5,0.0,2.0,23
2024-03-01 06:11:49,18358.25,18358.5,0.0,2.0,23
2024-03-01 06:11:50,18358.25,18358.25,0.0,0.0,36
2024-03-01 06:11:51,18358.5,18358.5,0.0,2.0,40
2024-03-01 06:11:52,18358.25,18358.25,0.0,0.0,36
2024-03-01 06:11:56,2.0,18358.5,0.0,2.0,38
2024-03-01 06:11:57,2.0,18361.0,0.0,1.0,115
2024-03-01 06:11:58,1.0,1.0,1.0,1.0,5
2024-03-01 06:11:59,1.0,1.0,1.0,1.0,7
2024-03-01 06:12:00,1.0,1.0,1.0,1.0,7
2024-03-01 06:12:01,1.0,1.0,1.0,1.0,10
2024-03-01 06:12:02,1.0,1.0,1.0,1.0,5
2024-03-01 06:12:03,1.0,1.0,1.0,1.0,5
2024-03-01 06:12:04,1.0,18361.25,0.0,2.0,130
2024-03-01 06:12:06,0.0,18361.0,0.0,1.0,100
2024-03-01 06:12:07,18358.5,18358.5,0.0,2.0,40
2024-03-01 06:12:11,18358.25,18358.5,0.0,2.0,74
2024-03-01 06:12:12,18358.25,18358.25,0.0,0.0,36
2024-03-01 06:12:16,2.0,2.0,0.0,0.0,51
2024-03-01 06:12:23,2.0,2.0,0.0,2.0,25
2024-03-01 06:12:24,0.0,2.0,0.0,2.0,51
2024-03-01 06:12:25,18358.5,18361.25,0.0,1.0,338
2024-03-01 06:12:29,0.0,2.0,0.0,0.0,60
2024-03-01 06:12:39,1.0,18358.75,0.0,1.0,174
2024-03-01 06:12:40,1.0,1.0,1.0,1.0,10
2024-03-01 06:12:41,1.0,1.0,1.0,1.0,17
2024-03-01 06:12:42,1.0,2.0,0.0,2.0,56
2024-03-01 06:12:44,1.0,1.0,1.0,1.0,5
2024-03-01 06:12:45,18358.75,18358.75,0.0,2.0,13
2024-03-01 06:12:56,1.0,2.0,0.0,0.0,32
2024-03-01 06:13:13,2.0,18361.25,0.0,1.0,91
2024-03-01 06:13:14,1.0,18361.25,0.0,0.0,60
2024-03-01 06:13:17,2.0,18362.5,0.0,2.0,357
2024-03-01 06:13:18,2.0,18362.25,0.0,0.0,104
2024-03-01 06:13:19,2.0,18362.25,0.0,2.0,396
2024-03-01 06:13:21,18359.75,18360.0,0.0,1.0,137
2024-03-01 06:13:22,18360.0,18360.0,0.0,1.0,29
2024-03-01 06:13:24,1.0,1.0,1.0,1.0,2
2024-03-01 06:13:26,2.0,18360.0,0.0,1.0,154
2024-03-01 06:13:27,1.0,18362.5,0.0,2.0,94
2024-03-01 06:13:28,18362.25,18362.25,0.0,0.0,250
2024-03-01 06:13:29,2.0,2.0,0.0,0.0,16
2024-03-01 06:13:30,0.0,2.0,0.0,0.0,119
2024-03-01 06:13:34,18358.75,18362.0,0.0,1.0,367
2024-03-01 06:13:35,18359.5,18359.5,0.0,1.0,68
2024-03-01 06:13:36,18359.25,18359.25,0.0,1.0,27
2024-03-01 06:13:38,18358.75,18363.75,0.0,0.0,1100
2024-03-01 06:13:39,1.0,1.0,1.0,1.0,10
2024-03-01 06:13:41,18360.0,18361.0,0.0,1.0,115
2024-03-01 06:13:42,2.0,18363.75,0.0,0.0,438
2024-03-01 06:13:43,1.0,18363.75,0.0,1.0,408
2024-03-01 06:13:45,18360.75,18363.5,0.0,2.0,73
2024-03-01 06:13:48,2.0,2.0,0.0,1.0,33
2024-03-01 06:13:52,18363.5,18363.5,1.0,1.0,7
2024-03-01 06:13:54,18363.5,18363.5,1.0,1.0,7
2024-03-01 06:13:55,18360.75,18363.5,0.0,2.0,191
2024-03-01 06:13:56,1.0,2.0,0.0,2.0,32
2024-03-01 06:13:59,18360.75,18363.5,0.0,0.0,151
2024-03-01 06:14:00,1.0,18363.75,0.0,1.0,326
2024-03-01 06:14:01,18363.5,18363.75,0.0,0.0,138
2024-03-01 06:14:03,1.0,18363.75,0.0,2.0,28
2024-03-01 06:14:04,2.0,18366.25,0.0,0.0,661
2024-03-01 06:14:05,1.0,18364.0,0.0,1.0,317
2024-03-01 06:14:06,1.0,18366.25,0.0,2.0,309
2024-03-01 06:14:08,0.0,18364.25,0.0,0.0,73
2024-03-01 06:14:09,18361.75,18361.75,0.0,0.0,70
2024-03-01 06:14:12,18361.75,18361.75,0.0,2.0,29
2024-03-01 06:14:13,2.0,2.0,0.0,1.0,16
2024-03-01 06:14:14,18361.5,18361.75,0.0,1.0,26
2024-03-01 06:14:15,1.0,1.0,1.0,1.0,3
2024-03-01 06:14:18,18361.5,18364.25,0.0,2.0,73
2024-03-01 06:14:20,18361.5,18361.5,0.0,1.0,25
2024-03-01 06:14:21,18361.75,18361.75,0.0,1.0,46
2024-03-01 06:14:22,1.0,2.0,0.0,1.0,21
2024-03-01 06:14:23,18361.5,18361.5,0.0,1.0,30
2024-03-01 06:14:28,18361.75,18361.75,0.0,1.0,34
2024-03-01 06:14:29,0.0,2.0,0.0,1.0,33
2024-03-01 06:14:32,18361.5,18361.75,0.0,1.0,123
2024-03-01 06:14:33,18361.75,18361.75,0.0,1.0,62
2024-03-01 06:14:34,18361.5,18361.5,0.0,1.0,25
2024-03-01 06:14:36,18361.75,18361.75,0.0,1.0,46
2024-03-01 06:14:37,18361.5,18361.5,0.0,1.0,263
2024-03-01 06:14:38,18361.5,18361.5,0.0,2.0,76
2024-03-01 06:14:39,1.0,2.0,0.0,0.0,89
2024-03-01 06:14:40,1.0,1.0,1.0,1.0,5
2024-03-01 06:14:41,18361.25,18364.0,0.0,1.0,96
