time,event,signal_name1,value
2024-04-17T18:22:11,Signal,FIB_EMA_CROSS,
2024-04-17T18:28:15,Signal,FIB_EMA_CROSS,
2024-04-17T18:35:05,Signal,FIB_EMA_CROSS,
2024-04-17T18:42:07,Signal,FIB_EMA_CROSS,
2024-04-17T18:57:14,Signal,FIB_EMA_CROSS,
2024-04-17T19:00:08,Signal,FIB_EMA_CROSS,
2024-04-17T19:24:15,Signal,FIB_EMA_CROSS,
2024-04-17T20:08:55,Signal,FIB_EMA_CROSS,
2024-04-17T20:14:57,Signal,FIB_EMA_CROSS,
2024-04-17T20:36:33,Signal,FIB_EMA_CROSS,
2024-04-17T20:47:35,Signal,FIB_EMA_CROSS,
2024-04-17T20:58:04,Signal,FIB_EMA_CROSS,
2024-04-17T21:02:44,Signal,FIB_EMA_CROSS,
2024-04-17T21:08:05,Signal,FIB_EMA_CROSS,
2024-04-17T21:38:29,Signal,FIB_EMA_CROSS,
2024-04-17T21:40:20,Signal,FIB_EMA_CROSS,
2024-04-17T21:55:07,Signal,FIB_EMA_CROSS,
2024-04-18T09:33:28,Signal,FIB_EMA_CROSS,
2024-04-18T10:04:46,Signal,FIB_EMA_CROSS,
2024-04-18T10:45:25,Signal,FIB_EMA_CROSS,
2024-04-18T10:56:22,Signal,FIB_EMA_CROSS,
2024-04-18T13:03:02,Signal,FIB_EMA_CROSS,
2024-04-18T13:41:19,Signal,FIB_EMA_CROSS,
2024-04-18T13:51:30,Signal,FIB_EMA_CROSS,
2024-04-18T14:30:07,Signal,FIB_EMA_CROSS,
2024-04-18T14:57:54,Signal,FIB_EMA_CROSS,
2024-04-18T15:24:59,Signal,FIB_EMA_CROSS,
2024-04-18T15:30:34,Signal,FIB_EMA_CROSS,
2024-04-18T15:31:09,Signal,FIB_EMA_CROSS,
2024-04-18T15:35:24,Signal,FIB_EMA_CROSS,
2024-04-18T15:57:33,Signal,FIB_EMA_CROSS,
2024-04-18T16:03:06,Signal,FIB_EMA_CROSS,
2024-04-18T16:04:20,Signal,FIB_EMA_CROSS,
2024-04-18T16:18:43,Signal,FIB_EMA_CROSS,
2024-04-18T16:46:53,Signal,FIB_EMA_CROSS,
2024-04-18T16:50:31,Signal,FIB_EMA_CROSS,
2024-04-18T16:52:02,Signal,FIB_EMA_CROSS,
2024-04-18T17:03:41,Signal,FIB_EMA_CROSS,
2024-04-18T17:19:01,Signal,FIB_EMA_CROSS,
2024-04-18T17:36:07,Signal,FIB_EMA_CROSS,
2024-04-18T17:47:49,Signal,FIB_EMA_CROSS,
2024-04-18T18:03:11,Signal,FIB_EMA_CROSS,
2024-04-18T18:59:09,Signal,FIB_EMA_CROSS,
2024-04-18T19:10:51,Signal,FIB_EMA_CROSS,
2024-04-18T19:17:21,Signal,FIB_EMA_CROSS,
2024-04-18T19:49:04,Signal,FIB_EMA_CROSS,
2024-04-18T20:05:33,Signal,FIB_EMA_CROSS,
2024-04-18T20:08:54,Signal,FIB_EMA_CROSS,
2024-04-18T20:28:04,Signal,FIB_EMA_CROSS,
2024-04-18T20:55:45,Signal,FIB_EMA_CROSS,
2024-04-18T21:09:16,Signal,FIB_EMA_CROSS,
2024-04-18T21:25:14,Signal,FIB_EMA_CROSS,
2024-04-18T22:00:26,Signal,FIB_EMA_CROSS,
2024-04-19T01:59:42,Signal,FIB_EMA_CROSS,
2024-04-19T02:32:38,Signal,FIB_EMA_CROSS,
2024-04-19T02:52:22,Signal,FIB_EMA_CROSS,
2024-04-19T03:08:33,Signal,FIB_EMA_CROSS,
2024-04-19T03:14:14,Signal,FIB_EMA_CROSS,
2024-04-19T03:31:55,Signal,FIB_EMA_CROSS,
2024-04-19T03:38:36,Signal,FIB_EMA_CROSS,
2024-04-19T03:41:35,Signal,FIB_EMA_CROSS,
2024-04-19T03:47:05,Signal,FIB_EMA_CROSS,
2024-04-19T04:09:11,Signal,FIB_EMA_CROSS,
2024-04-19T04:12:55,Signal,FIB_EMA_CROSS,
2024-04-19T04:15:22,Signal,FIB_EMA_CROSS,
2024-04-19T04:16:05,Signal,FIB_EMA_CROSS,
2024-04-19T04:24:59,Signal,FIB_EMA_CROSS,
2024-04-19T04:53:25,Signal,FIB_EMA_CROSS,
2024-04-19T05:14:58,Signal,FIB_EMA_CROSS,
2024-04-19T05:20:07,Signal,FIB_EMA_CROSS,
2024-04-19T05:39:45,Signal,FIB_EMA_CROSS,
2024-04-19T05:46:10,Signal,FIB_EMA_CROSS,
2024-04-19T07:14:38,Signal,FIB_EMA_CROSS,
2024-04-19T08:00:08,Signal,FIB_EMA_CROSS,
2024-04-19T08:41:04,Signal,FIB_EMA_CROSS,
2024-04-19T09:30:07,Signal,FIB_EMA_CROSS,
2024-04-19T09:49:44,Signal,FIB_EMA_CROSS,
2024-04-19T10:10:56,Signal,FIB_EMA_CROSS,
2024-04-19T12:12:34,Signal,FIB_EMA_CROSS,
2024-04-19T12:38:41,Signal,FIB_EMA_CROSS,
2024-04-19T14:01:46,Signal,FIB_EMA_CROSS,
2024-04-19T14:06:04,Signal,FIB_EMA_CROSS,
2024-04-19T14:57:41,Signal,FIB_EMA_CROSS,
2024-04-19T15:27:40,Signal,FIB_EMA_CROSS,
2024-04-19T15:30:30,Signal,FIB_EMA_CROSS,
2024-04-19T15:30:59,Signal,FIB_EMA_CROSS,
2024-04-19T15:34:31,Signal,FIB_EMA_CROSS,
2024-04-19T15:40:29,Signal,FIB_EMA_CROSS,
2024-04-19T16:02:01,Signal,FIB_EMA_CROSS,
2024-04-19T16:13:26,Signal,FIB_EMA_CROSS,
2024-04-19T16:17:54,Signal,FIB_EMA_CROSS,
2024-04-19T16:22:51,Signal,FIB_EMA_CROSS,
2024-04-19T16:35:22,Signal,FIB_EMA_CROSS,
2024-04-19T16:41:29,Signal,FIB_EMA_CROSS,
2024-04-19T16:50:52,Signal,FIB_EMA_CROSS,
2024-04-19T16:55:17,Signal,FIB_EMA_CROSS,
2024-04-19T17:14:07,Signal,FIB_EMA_CROSS,
2024-04-19T17:18:55,Signal,FIB_EMA_CROSS,
2024-04-19T17:31:12,Signal,FIB_EMA_CROSS,
2024-04-19T18:02:30,Signal,FIB_EMA_CROSS,
2024-04-19T18:37:16,Signal,FIB_EMA_CROSS,
2024-04-19T19:11:49,Signal,FIB_EMA_CROSS,
2024-04-19T19:32:42,Signal,FIB_EMA_CROSS,
2024-04-19T19:38:05,Signal,FIB_EMA_CROSS,
2024-04-19T19:55:56,Signal,FIB_EMA_CROSS,
2024-04-19T20:13:54,Signal,FIB_EMA_CROSS,
2024-04-19T20:25:23,Signal,FIB_EMA_CROSS,
2024-04-19T20:32:31,Signal,FIB_EMA_CROSS,
2024-04-19T20:59:18,Signal,FIB_EMA_CROSS,
2024-04-19T21:01:23,Signal,FIB_EMA_CROSS,
2024-04-19T21:08:15,Signal,FIB_EMA_CROSS,
2024-04-19T21:21:37,Signal,FIB_EMA_CROSS,
2024-04-19T21:29:50,Signal,FIB_EMA_CROSS,
2024-04-19T21:45:37,Signal,FIB_EMA_CROSS,
2024-04-22T02:52:41,Signal,FIB_EMA_CROSS,
2024-04-22T03:35:30,Signal,FIB_EMA_CROSS,
2024-04-22T05:33:24,Signal,FIB_EMA_CROSS,
2024-04-22T13:24:15,Signal,FIB_EMA_CROSS,
2024-04-22T13:57:55,Signal,FIB_EMA_CROSS,
2024-04-22T15:30:56,Signal,FIB_EMA_CROSS,
2024-04-22T15:31:37,Signal,FIB_EMA_CROSS,
2024-04-22T16:02:53,Signal,FIB_EMA_CROSS,
2024-04-22T16:09:31,Signal,FIB_EMA_CROSS,
2024-04-22T16:14:05,Signal,FIB_EMA_CROSS,
2024-04-22T16:34:46,Signal,FIB_EMA_CROSS,
2024-04-22T17:05:26,Signal,FIB_EMA_CROSS,
2024-04-22T17:13:00,Signal,FIB_EMA_CROSS,
2024-04-22T17:41:43,Signal,FIB_EMA_CROSS,
2024-04-22T18:51:16,Signal,FIB_EMA_CROSS,
2024-04-22T19:55:54,Signal,FIB_EMA_CROSS,
2024-04-22T20:46:18,Signal,FIB_EMA_CROSS,
2024-04-22T20:50:51,Signal,FIB_EMA_CROSS,
2024-04-22T21:33:02,Signal,FIB_EMA_CROSS,
2024-04-22T21:58:06,Signal,FIB_EMA_CROSS,
2024-04-22T22:01:34,Signal,FIB_EMA_CROSS,
2024-04-23T03:22:31,Signal,FIB_EMA_CROSS,
2024-04-23T03:38:12,Signal,FIB_EMA_CROSS,
2024-04-23T09:35:51,Signal,FIB_EMA_CROSS,
2024-04-23T11:21:38,Signal,FIB_EMA_CROSS,
2024-04-23T11:31:41,Signal,FIB_EMA_CROSS,
2024-04-23T11:45:05,Signal,FIB_EMA_CROSS,
2024-04-23T15:46:38,Signal,FIB_EMA_CROSS,
2024-04-23T16:00:40,Signal,FIB_EMA_CROSS,
2024-04-23T16:01:54,Signal,FIB_EMA_CROSS,
2024-04-23T16:37:24,Signal,FIB_EMA_CROSS,
2024-04-23T17:37:41,Signal,FIB_EMA_CROSS,
2024-04-23T17:57:13,Signal,FIB_EMA_CROSS,
2024-04-23T18:36:43,Signal,FIB_EMA_CROSS,
2024-04-23T19:10:32,Signal,FIB_EMA_CROSS,
2024-04-23T19:16:06,Signal,FIB_EMA_CROSS,
2024-04-23T21:01:14,Signal,FIB_EMA_CROSS,
2024-04-23T21:07:14,Signal,FIB_EMA_CROSS,
2024-04-23T21:16:42,Signal,FIB_EMA_CROSS,
2024-04-23T21:59:57,Signal,FIB_EMA_CROSS,
2024-04-23T22:03:53,Signal,FIB_EMA_CROSS,
2024-04-23T22:06:02,Signal,FIB_EMA_CROSS,
2024-04-23T22:07:29,Signal,FIB_EMA_CROSS,
2024-04-24T09:10:43,Signal,FIB_EMA_CROSS,
2024-04-24T09:42:05,Signal,FIB_EMA_CROSS,
2024-04-24T10:11:34,Signal,FIB_EMA_CROSS,
2024-04-24T11:24:09,Signal,FIB_EMA_CROSS,
2024-04-24T12:41:11,Signal,FIB_EMA_CROSS,
2024-04-24T15:44:06,Signal,FIB_EMA_CROSS,
2024-04-24T16:03:29,Signal,FIB_EMA_CROSS,
2024-04-24T16:34:00,Signal,FIB_EMA_CROSS,
2024-04-24T16:39:27,Signal,FIB_EMA_CROSS,
2024-04-24T17:02:30,Signal,FIB_EMA_CROSS,
2024-04-24T17:15:35,Signal,FIB_EMA_CROSS,
2024-04-24T17:20:13,Signal,FIB_EMA_CROSS,
2024-04-24T17:24:07,Signal,FIB_EMA_CROSS,
2024-04-24T17:51:00,Signal,FIB_EMA_CROSS,
2024-04-24T18:02:00,Signal,FIB_EMA_CROSS,
2024-04-24T18:06:11,Signal,FIB_EMA_CROSS,
2024-04-24T18:23:32,Signal,FIB_EMA_CROSS,
2024-04-24T19:09:14,Signal,FIB_EMA_CROSS,
2024-04-24T20:01:06,Signal,FIB_EMA_CROSS,
2024-04-24T20:28:43,Signal,FIB_EMA_CROSS,
2024-04-24T20:34:22,Signal,FIB_EMA_CROSS,
2024-04-24T20:47:02,Signal,FIB_EMA_CROSS,
2024-04-24T21:51:11,Signal,FIB_EMA_CROSS,
2024-04-24T22:05:03,Signal,FIB_EMA_CROSS,
2024-04-24T22:05:04,Signal,FIB_EMA_CROSS,
2024-04-24T22:05:15,Signal,FIB_EMA_CROSS,
2024-04-24T22:05:30,Signal,FIB_EMA_CROSS,
2024-04-24T22:05:38,Signal,FIB_EMA_CROSS,
2024-04-24T22:06:50,Signal,FIB_EMA_CROSS,
2024-04-24T22:06:59,Signal,FIB_EMA_CROSS,
2024-04-24T22:07:24,Signal,FIB_EMA_CROSS,
2024-04-24T22:10:09,Signal,FIB_EMA_CROSS,
2024-04-24T22:13:49,Signal,FIB_EMA_CROSS,
2024-04-25T00:36:45,Signal,FIB_EMA_CROSS,
2024-04-25T01:47:31,Signal,FIB_EMA_CROSS,
2024-04-25T03:38:17,Signal,FIB_EMA_CROSS,
2024-04-25T12:42:18,Signal,FIB_EMA_CROSS,
2024-04-25T13:09:39,Signal,FIB_EMA_CROSS,
2024-04-25T14:03:25,Signal,FIB_EMA_CROSS,
2024-04-25T14:30:42,Signal,FIB_EMA_CROSS,
2024-04-25T14:31:26,Signal,FIB_EMA_CROSS,
2024-04-25T14:45:43,Signal,FIB_EMA_CROSS,
2024-04-25T15:30:00,Signal,FIB_EMA_CROSS,
2024-04-25T15:34:55,Signal,FIB_EMA_CROSS,
2024-04-25T15:37:53,Signal,FIB_EMA_CROSS,
2024-04-25T15:41:29,Signal,FIB_EMA_CROSS,
2024-04-25T15:51:07,Signal,FIB_EMA_CROSS,
2024-04-25T15:55:31,Signal,FIB_EMA_CROSS,
2024-04-25T16:03:03,Signal,FIB_EMA_CROSS,
2024-04-25T16:08:51,Signal,FIB_EMA_CROSS,
2024-04-25T16:40:19,Signal,FIB_EMA_CROSS,
2024-04-25T16:46:09,Signal,FIB_EMA_CROSS,
2024-04-25T17:15:45,Signal,FIB_EMA_CROSS,
2024-04-25T17:52:34,Signal,FIB_EMA_CROSS,
2024-04-25T18:38:27,Signal,FIB_EMA_CROSS,
2024-04-25T19:13:41,Signal,FIB_EMA_CROSS,
2024-04-25T19:41:31,Signal,FIB_EMA_CROSS,
2024-04-25T20:33:35,Signal,FIB_EMA_CROSS,
2024-04-25T20:44:42,Signal,FIB_EMA_CROSS,
2024-04-25T20:52:11,Signal,FIB_EMA_CROSS,
2024-04-25T21:07:44,Signal,FIB_EMA_CROSS,
2024-04-25T21:45:00,Signal,FIB_EMA_CROSS,
2024-04-25T22:01:05,Signal,FIB_EMA_CROSS,
2024-04-25T22:02:55,Signal,FIB_EMA_CROSS,
2024-04-25T22:03:05,Signal,FIB_EMA_CROSS,
2024-04-25T22:03:05,Signal,FIB_EMA_CROSS,
2024-04-25T22:03:05,Signal,FIB_EMA_CROSS,
2024-04-25T22:06:24,Signal,FIB_EMA_CROSS,
2024-04-25T22:07:24,Signal,FIB_EMA_CROSS,
2024-04-25T22:10:28,Signal,FIB_EMA_CROSS,
2024-04-25T22:18:14,Signal,FIB_EMA_CROSS,
2024-04-26T00:00:06,Signal,FIB_EMA_CROSS,
2024-04-26T00:03:05,Signal,FIB_EMA_CROSS,
2024-04-26T01:01:10,Signal,FIB_EMA_CROSS,
2024-04-26T02:03:46,Signal,FIB_EMA_CROSS,
2024-04-26T04:43:26,Signal,FIB_EMA_CROSS,
2024-04-26T05:38:50,Signal,FIB_EMA_CROSS,
2024-04-26T09:51:38,Signal,FIB_EMA_CROSS,
2024-04-26T13:50:47,Signal,FIB_EMA_CROSS,
2024-04-26T14:20:35,Signal,FIB_EMA_CROSS,
2024-04-26T14:30:15,Signal,FIB_EMA_CROSS,
2024-04-26T14:31:51,Signal,FIB_EMA_CROSS,
2024-04-26T14:32:50,Signal,FIB_EMA_CROSS,
2024-04-26T14:33:56,Signal,FIB_EMA_CROSS,
2024-04-26T14:35:03,Signal,FIB_EMA_CROSS,
2024-04-26T14:36:22,Signal,FIB_EMA_CROSS,
2024-04-26T14:46:40,Signal,FIB_EMA_CROSS,
2024-04-26T15:12:07,Signal,FIB_EMA_CROSS,
2024-04-26T15:20:44,Signal,FIB_EMA_CROSS,
2024-04-26T15:27:22,Signal,FIB_EMA_CROSS,
2024-04-26T15:33:14,Signal,FIB_EMA_CROSS,
2024-04-26T15:36:52,Signal,FIB_EMA_CROSS,
2024-04-26T15:46:35,Signal,FIB_EMA_CROSS,
2024-04-26T15:48:57,Signal,FIB_EMA_CROSS,
2024-04-26T16:02:11,Signal,FIB_EMA_CROSS,
2024-04-26T16:28:53,Signal,FIB_EMA_CROSS,
2024-04-26T16:50:20,Signal,FIB_EMA_CROSS,
2024-04-26T17:30:41,Signal,FIB_EMA_CROSS,
2024-04-26T20:47:03,Signal,FIB_EMA_CROSS,
2024-04-26T21:52:20,Signal,FIB_EMA_CROSS,
2024-04-29T10:48:02,Signal,FIB_EMA_CROSS,
2024-04-29T13:11:56,Signal,FIB_EMA_CROSS,
2024-04-29T15:30:29,Signal,FIB_EMA_CROSS,
2024-04-29T15:51:10,Signal,FIB_EMA_CROSS,
2024-04-29T16:48:11,Signal,FIB_EMA_CROSS,
2024-04-29T16:49:37,Signal,FIB_EMA_CROSS,
2024-04-29T17:02:17,Signal,FIB_EMA_CROSS,
2024-04-29T17:23:56,Signal,FIB_EMA_CROSS,
2024-04-29T17:46:25,Signal,FIB_EMA_CROSS,
2024-04-29T18:53:00,Signal,FIB_EMA_CROSS,
2024-04-29T21:06:25,Signal,FIB_EMA_CROSS,
2024-04-29T22:09:21,Signal,FIB_EMA_CROSS,
2024-04-30T06:39:58,Signal,FIB_EMA_CROSS,
2024-04-30T10:07:12,Signal,FIB_EMA_CROSS,
2024-04-30T11:08:49,Signal,FIB_EMA_CROSS,
2024-04-30T11:53:30,Signal,FIB_EMA_CROSS,
2024-04-30T13:21:29,Signal,FIB_EMA_CROSS,
2024-04-30T14:30:29,Signal,FIB_EMA_CROSS,
2024-04-30T14:37:05,Signal,FIB_EMA_CROSS,
2024-04-30T15:30:00,Signal,FIB_EMA_CROSS,
2024-04-30T15:30:57,Signal,FIB_EMA_CROSS,
2024-04-30T15:50:43,Signal,FIB_EMA_CROSS,
2024-04-30T16:09:05,Signal,FIB_EMA_CROSS,
2024-04-30T16:16:35,Signal,FIB_EMA_CROSS,
2024-04-30T17:31:03,Signal,FIB_EMA_CROSS,
2024-04-30T17:48:29,Signal,FIB_EMA_CROSS,
2024-04-30T17:51:14,Signal,FIB_EMA_CROSS,
2024-04-30T19:11:46,Signal,FIB_EMA_CROSS,
2024-04-30T21:15:54,Signal,FIB_EMA_CROSS,
2024-04-30T21:50:01,Signal,FIB_EMA_CROSS,
2024-04-30T22:01:00,Signal,FIB_EMA_CROSS,
2024-04-30T22:01:00,Signal,FIB_EMA_CROSS,
2024-04-30T22:01:17,Signal,FIB_EMA_CROSS,
2024-04-30T22:04:17,Signal,FIB_EMA_CROSS,
2024-04-30T22:08:24,Signal,FIB_EMA_CROSS,
2024-04-30T22:13:51,Signal,FIB_EMA_CROSS,
2024-04-30T22:15:11,Signal,FIB_EMA_CROSS,
2024-04-30T22:16:47,Signal,FIB_EMA_CROSS,
2024-04-30T22:18:50,Signal,FIB_EMA_CROSS,
2024-04-30T22:34:59,Signal,FIB_EMA_CROSS,
2024-05-01T00:05:49,Signal,FIB_EMA_CROSS,
2024-05-01T09:36:25,Signal,FIB_EMA_CROSS,
2024-05-01T10:19:00,Signal,FIB_EMA_CROSS,
2024-05-01T11:04:36,Signal,FIB_EMA_CROSS,
2024-05-01T12:00:52,Signal,FIB_EMA_CROSS,
2024-05-01T14:15:06,Signal,FIB_EMA_CROSS,
2024-05-01T14:41:05,Signal,FIB_EMA_CROSS,
2024-05-01T14:53:01,Signal,FIB_EMA_CROSS,
2024-05-01T15:31:06,Signal,FIB_EMA_CROSS,
2024-05-01T15:35:06,Signal,FIB_EMA_CROSS,
2024-05-01T15:40:01,Signal,FIB_EMA_CROSS,
2024-05-01T15:48:43,Signal,FIB_EMA_CROSS,
2024-05-01T15:52:56,Signal,FIB_EMA_CROSS,
2024-05-01T16:00:04,Signal,FIB_EMA_CROSS,
2024-05-01T16:03:46,Signal,FIB_EMA_CROSS,
2024-05-01T16:07:07,Signal,FIB_EMA_CROSS,
2024-05-01T16:17:31,Signal,FIB_EMA_CROSS,
2024-05-01T16:20:39,Signal,FIB_EMA_CROSS,
2024-05-01T17:07:56,Signal,FIB_EMA_CROSS,
2024-05-01T17:14:31,Signal,FIB_EMA_CROSS,
2024-05-01T18:32:15,Signal,FIB_EMA_CROSS,
2024-05-01T19:08:15,Signal,FIB_EMA_CROSS,
2024-05-01T20:00:07,Signal,FIB_EMA_CROSS,
2024-05-01T20:01:39,Signal,FIB_EMA_CROSS,
2024-05-01T20:06:58,Signal,FIB_EMA_CROSS,
2024-05-01T20:07:51,Signal,FIB_EMA_CROSS,
2024-05-01T20:09:10,Signal,FIB_EMA_CROSS,
2024-05-01T20:11:44,Signal,FIB_EMA_CROSS,
2024-05-01T20:30:12,Signal,FIB_EMA_CROSS,
2024-05-01T20:34:26,Signal,FIB_EMA_CROSS,
2024-05-01T20:35:07,Signal,FIB_EMA_CROSS,
2024-05-01T20:35:35,Signal,FIB_EMA_CROSS,
2024-05-01T20:35:46,Signal,FIB_EMA_CROSS,
2024-05-01T20:40:37,Signal,FIB_EMA_CROSS,
2024-05-01T20:49:47,Signal,FIB_EMA_CROSS,
2024-05-01T20:54:29,Signal,FIB_EMA_CROSS,
2024-05-01T20:59:46,Signal,FIB_EMA_CROSS,
2024-05-01T21:04:18,Signal,FIB_EMA_CROSS,
2024-05-01T21:07:25,Signal,FIB_EMA_CROSS,
2024-05-01T21:16:50,Signal,FIB_EMA_CROSS,
2024-05-01T21:18:32,Signal,FIB_EMA_CROSS,
2024-05-01T21:20:58,Signal,FIB_EMA_CROSS,
2024-05-01T21:34:14,Signal,FIB_EMA_CROSS,
2024-05-01T21:38:04,Signal,FIB_EMA_CROSS,
2024-05-01T21:44:08,Signal,FIB_EMA_CROSS,
2024-05-01T21:50:00,Signal,FIB_EMA_CROSS,
2024-05-01T21:51:16,Signal,FIB_EMA_CROSS,
2024-05-01T21:55:07,Signal,FIB_EMA_CROSS,
2024-05-01T21:59:08,Signal,FIB_EMA_CROSS,
2024-05-01T22:06:48,Signal,FIB_EMA_CROSS,
2024-05-02T00:00:00,Signal,FIB_EMA_CROSS,
2024-05-02T07:50:41,Signal,FIB_EMA_CROSS,
2024-05-02T08:42:04,Signal,FIB_EMA_CROSS,
2024-05-02T10:09:40,Signal,FIB_EMA_CROSS,
2024-05-02T10:29:34,Signal,FIB_EMA_CROSS,
2024-05-02T14:47:25,Signal,FIB_EMA_CROSS,
2024-05-02T15:30:10,Signal,FIB_EMA_CROSS,
2024-05-02T15:34:03,Signal,FIB_EMA_CROSS,
2024-05-02T15:39:15,Signal,FIB_EMA_CROSS,
2024-05-02T16:05:44,Signal,FIB_EMA_CROSS,
2024-05-02T16:29:29,Signal,FIB_EMA_CROSS,
2024-05-02T16:40:34,Signal,FIB_EMA_CROSS,
2024-05-02T17:27:00,Signal,FIB_EMA_CROSS,
2024-05-02T18:30:48,Signal,FIB_EMA_CROSS,
2024-05-02T19:32:20,Signal,FIB_EMA_CROSS,
2024-05-02T19:54:33,Signal,FIB_EMA_CROSS,
2024-05-02T21:18:00,Signal,FIB_EMA_CROSS,
2024-05-02T21:32:02,Signal,FIB_EMA_CROSS,
2024-05-02T21:41:47,Signal,FIB_EMA_CROSS,
2024-05-02T22:30:13,Signal,FIB_EMA_CROSS,
2024-05-03T00:16:37,Signal,FIB_EMA_CROSS,
2024-05-03T02:03:04,Signal,FIB_EMA_CROSS,
2024-05-03T14:29:50,Signal,FIB_EMA_CROSS,
2024-05-03T14:29:50,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:02,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:02,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:02,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:02,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:02,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:02,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:03,Signal,FIB_EMA_CROSS,
2024-05-03T14:30:26,Signal,FIB_EMA_CROSS,
2024-05-03T14:32:21,Signal,FIB_EMA_CROSS,
2024-05-03T14:37:01,Signal,FIB_EMA_CROSS,
2024-05-03T14:43:31,Signal,FIB_EMA_CROSS,
2024-05-03T14:45:52,Signal,FIB_EMA_CROSS,
2024-05-03T15:35:35,Signal,FIB_EMA_CROSS,
2024-05-03T15:38:01,Signal,FIB_EMA_CROSS,
2024-05-03T16:00:00,Signal,FIB_EMA_CROSS,
2024-05-03T16:00:04,Signal,FIB_EMA_CROSS,
2024-05-03T16:01:22,Signal,FIB_EMA_CROSS,
2024-05-03T16:02:29,Signal,FIB_EMA_CROSS,
2024-05-03T16:03:40,Signal,FIB_EMA_CROSS,
2024-05-03T16:04:37,Signal,FIB_EMA_CROSS,
2024-05-03T16:14:08,Signal,FIB_EMA_CROSS,
2024-05-03T16:19:00,Signal,FIB_EMA_CROSS,
2024-05-03T16:25:01,Signal,FIB_EMA_CROSS,
2024-05-03T16:42:16,Signal,FIB_EMA_CROSS,
2024-05-03T17:09:10,Signal,FIB_EMA_CROSS,
2024-05-03T17:21:28,Signal,FIB_EMA_CROSS,
2024-05-03T17:59:49,Signal,FIB_EMA_CROSS,
2024-05-03T18:13:15,Signal,FIB_EMA_CROSS,
2024-05-03T18:32:30,Signal,FIB_EMA_CROSS,
2024-05-03T18:47:25,Signal,FIB_EMA_CROSS,
2024-05-03T19:25:06,Signal,FIB_EMA_CROSS,
2024-05-03T19:43:40,Signal,FIB_EMA_CROSS,
2024-05-03T21:01:04,Signal,FIB_EMA_CROSS,
2024-05-03T21:18:45,Signal,FIB_EMA_CROSS,
2024-05-03T21:47:13,Signal,FIB_EMA_CROSS,
2024-05-03T21:55:01,Signal,FIB_EMA_CROSS,
2024-05-06T09:50:49,Signal,FIB_EMA_CROSS,
2024-05-06T15:56:56,Signal,FIB_EMA_CROSS,
2024-05-06T16:31:07,Signal,FIB_EMA_CROSS,
2024-05-06T16:45:20,Signal,FIB_EMA_CROSS,
2024-05-06T17:14:04,Signal,FIB_EMA_CROSS,
2024-05-06T19:08:46,Signal,FIB_EMA_CROSS,
2024-05-06T21:01:02,Signal,FIB_EMA_CROSS,
2024-05-06T21:30:25,Signal,FIB_EMA_CROSS,
2024-05-07T02:27:20,Signal,FIB_EMA_CROSS,
2024-05-07T09:24:13,Signal,FIB_EMA_CROSS,
2024-05-07T13:10:56,Signal,FIB_EMA_CROSS,
2024-05-07T15:49:29,Signal,FIB_EMA_CROSS,
2024-05-07T15:57:11,Signal,FIB_EMA_CROSS,
2024-05-07T18:33:14,Signal,FIB_EMA_CROSS,
2024-05-07T18:47:02,Signal,FIB_EMA_CROSS,
2024-05-07T19:18:26,Signal,FIB_EMA_CROSS,
2024-05-07T19:52:16,Signal,FIB_EMA_CROSS,
2024-05-07T20:08:21,Signal,FIB_EMA_CROSS,
2024-05-07T20:17:40,Signal,FIB_EMA_CROSS,
2024-05-07T20:32:40,Signal,FIB_EMA_CROSS,
2024-05-07T21:33:01,Signal,FIB_EMA_CROSS,
2024-05-07T21:55:13,Signal,FIB_EMA_CROSS,
2024-05-08T12:35:38,Signal,FIB_EMA_CROSS,
2024-05-08T15:30:01,Signal,FIB_EMA_CROSS,
2024-05-08T17:03:49,Signal,FIB_EMA_CROSS,
2024-05-08T18:23:44,Signal,FIB_EMA_CROSS,
2024-05-08T18:57:13,Signal,FIB_EMA_CROSS,
2024-05-09T02:12:01,Signal,FIB_EMA_CROSS,
2024-05-09T05:34:01,Signal,FIB_EMA_CROSS,
2024-05-09T10:33:16,Signal,FIB_EMA_CROSS,
2024-05-09T14:48:15,Signal,FIB_EMA_CROSS,
2024-05-09T15:33:02,Signal,FIB_EMA_CROSS,
2024-05-09T15:35:15,Signal,FIB_EMA_CROSS,
2024-05-09T16:13:17,Signal,FIB_EMA_CROSS,
2024-05-09T16:18:50,Signal,FIB_EMA_CROSS,
2024-05-09T16:28:35,Signal,FIB_EMA_CROSS,
2024-05-09T17:38:50,Signal,FIB_EMA_CROSS,
2024-05-09T18:33:44,Signal,FIB_EMA_CROSS,
2024-05-09T19:48:36,Signal,FIB_EMA_CROSS,
2024-05-09T21:55:00,Signal,FIB_EMA_CROSS,
2024-05-10T14:34:40,Signal,FIB_EMA_CROSS,
2024-05-10T16:27:56,Signal,FIB_EMA_CROSS,
2024-05-10T16:51:26,Signal,FIB_EMA_CROSS,
2024-05-10T18:36:02,Signal,FIB_EMA_CROSS,
