feature,optimal_win_range_start,optimal_win_range_end
ACCUM_DIST,-21574.004744744743,-17836.99159159159
ACCUM_DIST,-7531.894714714712,9907.5
ADX,24.678298298298298,73.58
AROON DOWN,0.0,17.31731731731732
AROON DOWN,56.35635635635636,71.17117117117118
AROON UP,56.45645645645646,83.68368368368368
ATR,4.13,4.578678678678679
